village_name,village_code,category,name,address,distance_text,type_text,tel,rating,price_text,data_review_status,is_recommended,review_notes,source,poi_id
北堤村,zhongmu_beidi,food,北堤兔肉店,仓狼路与同福路交叉口北100米,129m,餐饮服务;中餐厅;中餐厅,15136233319,3.8,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0FFJQ2V9I
北堤村,zhongmu_beidi,food,午后拾芬,同强路与仓狼路交叉口西南20米,373m,餐饮服务;冷饮店;冷饮店,,2.1,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0K3AZVERP
北堤村,zhongmu_beidi,food,小巧快餐,仓狼路与同心路交叉口北40米,561m,餐饮服务;快餐厅;快餐厅,,3.4,人均约 ¥18.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0J1KCBMD8
北堤村,zhongmu_beidi,food,美味炸鸡,同心路与仓狼路交叉口东南20米,613m,餐饮服务;快餐厅;快餐厅,,1.6,人均约 ¥21.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0LAGSQT7G
北堤村,zhongmu_beidi,food,瓦坡周黑鸭麻椒鸡店,仓狼路与同心路交叉口南60米,653m,餐饮服务;中餐厅;中餐厅,,3.1,人均约 ¥29.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0MB9MTZE6
北堤村,zhongmu_beidi,food,申记小吃店,仓狼路与同庆路交叉口东北60米,663m,餐饮服务;餐饮相关场所;餐饮相关,,2.5,人均约 ¥13.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0M6JUEMS3
北堤村,zhongmu_beidi,food,五香油酥烧饼,仓狼路与同心路交叉口南100米,677m,餐饮服务;中餐厅;中餐厅,13215990378,2.9,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0LRXL3460
北堤村,zhongmu_beidi,food,小胖妞面馆,仓狼路与同庆路交叉口北40米,696m,餐饮服务;外国餐厅;韩国料理,,2.9,人均约 ¥16.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0G1D7GUE3
北堤村,zhongmu_beidi,food,大丰收农家饭,沙窝森林公园苹果采摘园,3874m,餐饮服务;中餐厅;中餐厅,15238046660;15538016770,3.8,人均约 ¥60.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0H2LM4P9M
北堤村,zhongmu_beidi,stay,浴龙湾温泉洗浴酒店,雁鸣湖镇朱固村东大街十字路口,2269m,住宿服务;住宿服务相关;住宿服务相关,13838239669,5.0,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0FFKUMZE6
北堤村,zhongmu_beidi,stay,秀园生态酒店,秀园景区内,3466m,住宿服务;宾馆酒店;三星级宾馆,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0FFG39Q78
北堤村,zhongmu_beidi,stay,中牟沙窝民宿(暂停营业),雁鸣湖镇小店村沙窝,4111m,住宿服务;住宿服务相关;住宿服务相关,15713880818,4.6,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0FFKO0XQ7
北堤村,zhongmu_beidi,stay,龙泉阁酒店(狼城路店),狼城岗镇社区,4280m,住宿服务;宾馆酒店;宾馆酒店,0371-62222158,[],人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0JG3AVGQ2
北堤村,zhongmu_beidi,stay,凌云温泉山庄,春晖路与未来农业路交叉口东南160米,4832m,体育休闲服务;度假疗养场所;度假村|住宿服务;住宿服务相关;住宿服务相关,0371-62322555,3.9,人均约 ¥75.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0LK6ZJP1N
北堤村,zhongmu_beidi,stay,郑州中牟雁鸣湖凌云酒店,国家农业公园内雁翔路与香漫湖路交叉口,5154m,住宿服务;宾馆酒店;宾馆酒店,0371-62322555,4.0,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0FFHU2VTA
北堤村,zhongmu_beidi,stay,叶老板的民宿(雁鸣湖镇店),纬四东路与雁月大道交叉口东南360米,5727m,住宿服务;旅馆招待所;旅馆招待所,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0K35SHT6H
北堤村,zhongmu_beidi,stay,和居亲子民宿(中牟雁鸣湖景区),正商双湖湾碧雅苑9栋,6120m,住宿服务;住宿服务相关;住宿服务相关,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0M6TD3VWD
北堤村,zhongmu_beidi,stay,林泊拾光民宿,大孟街道贺岗村东100米01号大自然梦想城,7069m,住宿服务;旅馆招待所;旅馆招待所,15617932357,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0L0HHQ9U4
北堤村,zhongmu_beidi,stay,中牟庭元民宿,雁鸣大道郑州交通技校驾校考务中心院内住宿楼,7184m,住宿服务;住宿服务相关;住宿服务相关,13253570997,4.6,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0L6TA3FSE
北堤村,zhongmu_beidi,parking,雁鸣湖服务区停车场(暂停营业),雁鸣湖服务区与G0424京武高速出口交叉口东南100米,575m,交通设施服务;停车场;公共停车场,,[],人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0M6A7YOTT
超化村,xinmi_chaohua,activity,龙湖生态庄园,超化镇湖地村,3134m,体育休闲服务;休闲场所;休闲场所,17133618888,4.0,人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0FFIZGI9Y
超化村,xinmi_chaohua,activity,新密市超化镇体育公园,超化镇黄固寺村,4356m,风景名胜;公园广场;公园,,2.6,人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0MACNVD5G
超化村,xinmi_chaohua,activity,新密市超化镇周岗村体育广场,超化镇周岗村,4357m,风景名胜;公园广场;公园,,3.1,人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0HB9MD6YJ
超化村,xinmi_chaohua,activity,潮bar,超化镇黄固寺村南苑路与文明路交叉口向南200米院内,5278m,体育休闲服务;娱乐场所;酒吧,,3.1,人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0K10ZLHUC
超化村,xinmi_chaohua,activity,香满园农家乐,超化镇黄路山村退役军人服务站东侧80米,6045m,体育休闲服务;休闲场所;休闲场所,,1.8,人均约 ¥,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0MBXUZ1CR
超化村,xinmi_chaohua,activity,国亮田园情超市,超化镇草庙村,7310m,购物服务;便民商店/便利店;便民商店/便利店,,4.0,人均约 ¥,needs_review,false,高德周边搜索 activity 候选结果，需人工核验,amap,B0FFKK9NAC
超化村,xinmi_chaohua,activity,九里山风景区,超化镇草庙村,7808m,风景名胜;风景名胜相关;旅游景点,,4.2,人均约 ¥,needs_review,false,高德周边搜索 activity 候选结果，需人工核验,amap,B0FFGSIWFB
超化村,xinmi_chaohua,activity,大龙农家院,超化镇草庙村后门50号,8081m,体育休闲服务;休闲场所;休闲场所,13140153118,3.4,人均约 ¥59.00,needs_review,true,高德周边搜索 activity 候选结果，需人工核验；auto_ranked,amap,B0JG2UGJGG
超化村,xinmi_chaohua,activity,雪山景区,超化镇草庙村九里山风景区,8516m,风景名胜;风景名胜相关;旅游景点,,3.7,人均约 ¥,needs_review,false,高德周边搜索 activity 候选结果，需人工核验,amap,B0HKDC1R23
超化村,xinmi_chaohua,food,涵涵家小吃,新密杜禧成诊所南侧,25m,餐饮服务;中餐厅;中餐厅,,2.6,人均约 ¥18.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0L06ROI1N
超化村,xinmi_chaohua,food,红辣椒米皮,新密杜禧成诊所东南侧,53m,餐饮服务;中餐厅;中餐厅,,3.3,人均约 ¥46.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0K26GOR45
超化村,xinmi_chaohua,food,歌家饸饹面,金花路与038县道交叉口东380米,54m,餐饮服务;中餐厅;中餐厅,,3.2,人均约 ¥14.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0L0GL48JG
超化村,xinmi_chaohua,food,福祥农家,金花路冠萍温馨制衣旁,366m,餐饮服务;中餐厅;中餐厅,13608693317,3.9,人均约 ¥35.00,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0GK07AZEA
超化村,xinmi_chaohua,food,新超农家,杏树岗社区东门南100米,2267m,餐饮服务;中餐厅;中餐厅,,3.0,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0FFJZV7D0
超化村,xinmi_chaohua,food,遂奇莪沟农家院,超化镇莪沟村,2445m,餐饮服务;中餐厅;中餐厅,15093291450,4.0,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0I25CDEU3
超化村,xinmi_chaohua,food,新密市自在人家农家院,城关镇甘寨村胡地东坡32号,3374m,餐饮服务;餐饮相关场所;餐饮相关,13526619896,3.2,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0FFKRJG1E
超化村,xinmi_chaohua,food,一家亲农庄餐馆,新化路与周甘路叉路口东北,4004m,餐饮服务;中餐厅;中式素菜馆,13938242228,1.2,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0FFLA7F6D
超化村,xinmi_chaohua,food,味意轩农家菜,高沟加油站东北60米路西,4022m,餐饮服务;中餐厅;中餐厅,18439873931,3.7,人均约 ¥48.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0LDTH7PUM
超化村,xinmi_chaohua,food,中庚园林农庄,小南沟附近,4209m,餐饮服务;中餐厅;中餐厅,0371-69249666;15617850999,4.5,人均约 ¥40.00,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0FFFZ756D
超化村,xinmi_chaohua,stay,新密休闲宾馆,金花路双汇购物生活广场陶雅茗轩旁边,241m,住宿服务;住宿服务相关;住宿服务相关,0371-69230222,[],人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0FFK9GH64
超化村,xinmi_chaohua,stay,莪沟窑洞民宿,超化镇莪沟村,2387m,住宿服务;旅馆招待所;旅馆招待所,,[],人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0KDVZRO80
超化村,xinmi_chaohua,stay,家和园饭店停车住宿,来集镇李堂村密州大道与商登高速入口往北500米路西,2975m,住宿服务;旅馆招待所;旅馆招待所,13213053558,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0HGBSQWAX
超化村,xinmi_chaohua,stay,新密市悦莱民宿,新区大道与南苑路交叉口南260米,4804m,住宿服务;旅馆招待所;旅馆招待所,,[],人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0LAYYYQT4
超化村,xinmi_chaohua,stay,哲家小院,城关镇高沟村高沟东163号,4811m,住宿服务;住宿服务相关;住宿服务相关,,3.9,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0LK0A7YDR
超化村,xinmi_chaohua,stay,梦境民宿,超化镇黄固寺村文明路6号,5103m,住宿服务;旅馆招待所;旅馆招待所,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0K2PDF40Z
超化村,xinmi_chaohua,stay,拾里·SHI LI(郑医店),郑州健康职业学院地下停车场负二层,5313m,住宿服务;旅馆招待所;旅馆招待所,,3.7,人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0KDU7G37H
超化村,xinmi_chaohua,stay,千玺宿集·隐机民宿(新密溱洧水城店),洧水路雀饮云思东北20米,7091m,住宿服务;住宿服务相关;住宿服务相关,0371-60886667;13071048839,4.9,人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0L19HFMIV
超化村,xinmi_chaohua,stay,峰源公寓,七里岗郷五里店村二组岳打路369号,7127m,住宿服务;旅馆招待所;旅馆招待所,0371-55605561;18939567888,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0FFI4LQOS
超化村,xinmi_chaohua,stay,银杏·安之小院,老城东街与长乐路交叉口东100米,7438m,住宿服务;住宿服务相关;住宿服务相关,15639771233,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0L6PUC723
超化村,xinmi_chaohua,parking,道路停车位,金花路北侧,44m,交通设施服务;停车场;路边停车场,,[],人均约 ¥,needs_review,true,高德周边搜索候选结果，需人工核验；auto_ranked,amap,B0H2G7U7BW
超化村,xinmi_chaohua,parking,金花路-道路停车位,金花路南侧,55m,交通设施服务;停车场;路边停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0H2G7ULNQ
超化村,xinmi_chaohua,parking,金花路-道路停车位,038县道与豫华路交叉口东南360米,158m,交通设施服务;停车场;路边停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0H2G7TKES
超化村,xinmi_chaohua,parking,金花路-道路停车位,038县道与豫华路交叉口东南320米,233m,交通设施服务;停车场;路边停车场,,[],人均约 ¥,needs_review,false,高德周边搜索候选结果，需人工核验,amap,B0H2G7VFH1
